Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,54.3466682434082,55.246665954589844,54.3466682434082,54.926666259765625,54.34736251831055,886200
2022-01-03,55.133331298828125,55.233333587646484,53.7400016784668,54.17333221435547,53.60197448730469,679650
2022-01-04,54.62666702270508,55.33333206176758,54.459999084472656,54.97999954223633,54.4001350402832,1028850
2022-01-05,55.366668701171875,55.393333435058594,54.35333251953125,54.366668701171875,53.793270111083984,847950
2022-01-06,55.5,55.53333282470703,54.893333435058594,55.293331146240234,54.71015930175781,824550
2022-01-07,55.28666687011719,56.53333282470703,55.28666687011719,56.38666534423828,55.791961669921875,866250
2022-01-10,56.68000030517578,56.82666778564453,55.913333892822266,56.2599983215332,55.666629791259766,928800
2022-01-11,56.46666717529297,56.733333587646484,55.619998931884766,56.706668853759766,56.10859298706055,857100
2022-01-12,56.66666793823242,57.11333465576172,56.34000015258789,57.00666809082031,56.40542984008789,811800
2022-01-13,57.279998779296875,58.04666519165039,57.08000183105469,57.49333190917969,56.886959075927734,1049250
2022-01-14,56.82666778564453,57.186668395996094,56.41999816894531,57.060001373291016,56.458194732666016,828450
2022-01-18,56.84000015258789,56.99333190917969,56.099998474121094,56.48666763305664,55.89091110229492,822300
2022-01-19,56.64666748046875,56.733333587646484,54.99333190917969,55.02000045776367,54.43971252441406,667950
2022-01-20,55.133331298828125,56.96666717529297,55.133331298828125,55.53333282470703,54.947628021240234,1139850
2022-01-21,55.560001373291016,56.16666793823242,54.926666259765625,55.026668548583984,54.446311950683594,1138350
2022-01-24,54.56666564941406,55.7599983215332,53.34000015258789,55.573333740234375,54.98720932006836,1432950
2022-01-25,54.733333587646484,55.59333419799805,53.77333450317383,54.97999954223633,54.4001350402832,1529700
2022-01-26,55.0,55.78666687011719,54.12666702270508,54.90666580200195,54.327571868896484,1303800
2022-01-27,55.30666732788086,56.400001525878906,54.16666793823242,54.22666549682617,53.654747009277344,1325850
2022-01-28,55.33333206176758,57.28666687011719,55.01333236694336,56.439998626708984,55.84473419189453,3494100
2022-01-31,55.8466682434082,56.619998931884766,55.72666549682617,56.33333206176758,55.739192962646484,3661500
2022-02-01,56.09333419799805,57.540000915527344,56.09333419799805,57.19333267211914,56.59012222290039,2032050
2022-02-02,57.233333587646484,58.70000076293945,57.15999984741211,58.50666809082031,57.88960647583008,2327700
2022-02-03,59.08000183105469,59.586666107177734,58.69333267211914,59.293331146240234,58.667972564697266,1801950
2022-02-04,59.19333267211914,60.279998779296875,59.073333740234375,59.84000015258789,59.2088737487793,1753200
2022-02-07,60.01333236694336,61.00666809082031,59.87333297729492,60.540000915527344,59.90149688720703,1550850
2022-02-08,60.88666534423828,62.01333236694336,60.599998474121094,61.866668701171875,61.21417236328125,1788750
2022-02-09,62.11333465576172,62.526668548583984,61.473331451416016,61.746665954589844,61.09543228149414,1452900
2022-02-10,61.400001525878906,62.060001373291016,60.7400016784668,61.293331146240234,60.64687728881836,1587900
2022-02-11,60.97999954223633,61.28666687011719,59.79999923706055,59.97999954223633,59.34739685058594,1620150
2022-02-14,60.01333236694336,60.20000076293945,58.959999084472656,59.65999984741211,59.03077697753906,1604400
2022-02-15,60.27333450317383,60.81999969482422,59.746665954589844,60.073333740234375,59.43975067138672,954450
2022-02-16,59.779998779296875,60.77333450317383,59.779998779296875,60.633331298828125,59.993839263916016,1195050
2022-02-17,60.313331604003906,60.313331604003906,59.206668853759766,59.84000015258789,59.2088737487793,714150
2022-02-18,59.6533317565918,60.439998626708984,59.540000915527344,60.313331604003906,59.677215576171875,995550
2022-02-22,60.32666778564453,61.026668548583984,59.67333221435547,60.293331146240234,59.65742492675781,1165500
2022-02-23,60.87333297729492,60.88666534423828,59.526668548583984,59.56666564941406,58.93842315673828,1115550
2022-02-24,58.14666748046875,58.573333740234375,56.95333480834961,58.43333435058594,57.817047119140625,1369650
2022-02-25,58.81999969482422,60.86000061035156,58.81999969482422,60.793331146240234,60.15215301513672,831300
2022-02-28,59.099998474121094,60.46666717529297,59.040000915527344,60.20000076293945,59.56508255004883,1143300
2022-03-01,59.8466682434082,60.106666564941406,58.33333206176758,58.78666687011719,58.16665267944336,913350
2022-03-02,59.266666412353516,60.7400016784668,59.266666412353516,60.36000061035156,59.723392486572266,861150
2022-03-03,60.526668548583984,61.073333740234375,59.866668701171875,60.246665954589844,59.61125183105469,978600
2022-03-04,59.186668395996094,60.073333740234375,58.69333267211914,60.060001373291016,59.42655944824219,957750
2022-03-07,59.400001525878906,59.880001068115234,58.87333297729492,59.266666412353516,58.6415901184082,988650
2022-03-08,59.64666748046875,61.2400016784668,59.02000045776367,59.48666763305664,58.94546890258789,1369950
2022-03-09,61.02000045776367,61.70000076293945,60.31999969482422,61.119998931884766,60.563941955566406,1815150
2022-03-10,60.47999954223633,62.06666564941406,60.41999816894531,61.87333297729492,61.310420989990234,1107600
2022-03-11,62.1533317565918,63.5,62.13999938964844,62.93333435058594,62.36077880859375,1303800
2022-03-14,63.68000030517578,64.3066635131836,62.13999938964844,62.45333480834961,61.88514709472656,1420800
2022-03-15,63.13999938964844,63.59333419799805,62.540000915527344,63.33333206176758,62.757137298583984,1605000
2022-03-16,63.733333587646484,63.766666412353516,61.866668701171875,62.69333267211914,62.12295913696289,1653150
2022-03-17,62.253334045410156,63.5,61.900001525878906,63.49333190917969,62.915679931640625,1206300
2022-03-18,63.459999084472656,64.0999984741211,62.5533332824707,64.0,63.41773986816406,2100450
2022-03-21,64.83333587646484,65.41999816894531,64.17333221435547,65.3133316040039,64.71912384033203,1010700
2022-03-22,65.71333312988281,66.32666778564453,65.17333221435547,65.88666534423828,65.28723907470703,1216650
2022-03-23,65.74666595458984,66.45333099365234,65.23999786376953,65.30000305175781,64.70591735839844,939600
2022-03-24,64.63999938964844,65.79000091552734,64.5,65.33999633789062,64.74554443359375,1411200
2022-03-25,65.5199966430664,66.12000274658203,65.33000183105469,65.9800033569336,65.37973022460938,1258700
2022-03-28,66.0,66.33999633789062,65.66999816894531,66.26000213623047,65.65718078613281,973400
2022-03-29,66.61000061035156,67.0,66.06999969482422,66.75,66.1427230834961,1947200
2022-03-30,66.86000061035156,67.12999725341797,66.5,67.08000183105469,66.46971893310547,1329300
2022-03-31,67.0,67.52999877929688,66.37000274658203,66.58999633789062,65.98417663574219,2608600
2022-04-01,66.91999816894531,67.58000183105469,66.69000244140625,67.30999755859375,66.69762420654297,1065200
2022-04-04,67.16000366210938,67.16000366210938,65.55999755859375,65.95999908447266,65.35990905761719,1306100
2022-04-05,65.91000366210938,67.0199966430664,65.91000366210938,66.41999816894531,65.81571960449219,1408900
2022-04-06,66.4000015258789,67.31999969482422,66.30999755859375,66.80000305175781,66.19226837158203,1088000
2022-04-07,66.8499984741211,67.52999877929688,66.37000274658203,67.2699966430664,66.65798950195312,1067700
2022-04-08,67.81999969482422,68.16000366210938,67.31999969482422,67.69999694824219,67.08407592773438,1245000
2022-04-11,67.75,68.47000122070312,67.33000183105469,67.45999908447266,66.84626007080078,1035700
2022-04-12,67.66000366210938,68.94000244140625,67.45999908447266,68.5199966430664,67.89661407470703,1628200
2022-04-13,68.2300033569336,68.87999725341797,67.52999877929688,68.33000183105469,67.7083511352539,1364700
2022-04-14,68.31999969482422,68.63999938964844,67.87999725341797,68.22000122070312,67.59934997558594,5454600
2022-04-18,67.69999694824219,69.44999694824219,67.61000061035156,69.43000030517578,68.79833984375,1788900
2022-04-19,69.45999908447266,69.68000030517578,68.63999938964844,69.19999694824219,68.57042694091797,1705800
